Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Human	hsa_circTBC1D2B_001	hg38	chr15:78044899-78054187	-	323	NM_144572	TBC1D2B	ENSG00000167202	1	3: RPF,cORF,MS	circAtlas:hsa-TBC1D2B_0001,circBank:hsa_circTBC1D2B_001,circBase:hsa_circ_0036441,CIRCpedia:HSA_CIRCpedia_15792,circRNADb:hsa_circ_00179,CSCD:chr15:78044899-78054187,exoRBase:exo_circ_013743
Condition-independent	Human	hsa_circST20-MTHFS_001	hg38	chr15:79889092-79907684	-	318	NM_001199760	ST20-MTHFS	ENSG00000259332	18	5: RPF,cORF,MS,m6A,IRES	circAtlas:hsa-ST20-MTHFS_0001
Condition-independent	Human	hsa_circZFAND6_001	hg38	chr15:80120327-80122800	+	451	NM_001242919	ZFAND6	ENSG00000086666	9	2: RPF,cORF	circAtlas:hsa-ZFAND6_0001,circBank:hsa_circZFAND6_008,circBase:hsa_circ_0000643,CIRCpedia:HSA_CIRCpedia_15848,circRNADb:hsa_circ_02432,CSCD:chr15:80120327-80122800,exoRBase:exo_circ_000513
Condition-independent	Human	hsa_circABHD2_001	hg38	chr15:89113724-89116521	+	300	NM_007011	ABHD2	ENSG00000140526	1	3: RPF,cORF,m6A	circAtlas:hsa-ABHD2_0002,circBank:hsa_circABHD2_007,circBase:hsa_circ_0007099,CIRCpedia:HSA_CIRCpedia_16024,circRNADb:hsa_circ_16970,CSCD:chr15:89113724-89116521,exoRBase:exo_circ_000030
Condition-independent	Human	hsa_circPRC1_001	hg38	chr15:90980883-90981981	-	555	NM_003981	PRC1	ENSG00000198901	2	3: RPF,cORF,m6A	circAtlas:hsa-PRC1_0006,circBank:hsa_circPRC1_008,circBase:hsa_circ_0036927,CIRCpedia:HSA_CIRCpedia_16168,circRNADb:hsa_circ_23223,exoRBase:exo_circ_011916
Condition-independent	Human	hsa_circCHD2_001	hg38	chr15:92937517-92956649	+	1557	NM_001271	CHD2	ENSG00000173575	1	3: RPF,cORF,m6A	circAtlas:hsa-CHD2_0032,circBank:hsa_circCHD2_022,circBase:hsa_circ_0104919,CIRCpedia:HSA_CIRCpedia_115440,circRNADb:hsa_circ_06652,exoRBase:exo_circ_019628
Condition-independent	Human	hsa_circCHD2_002	hg38	chr15:92953356-92956649	+	498	NM_001271	CHD2	ENSG00000173575	1	3: RPF,cORF,m6A	circAtlas:hsa-CHD2_0007,circBank:hsa_circCHD2_041,circBase:hsa_circ_0036984,CIRCpedia:HSA_CIRCpedia_16200,circRNADb:hsa_circ_21401,exoRBase:exo_circ_006171
Condition-independent	Human	hsa_circCHD2_003	hg38	chr15:93014695-93014909	+	214	NM_001271	CHD2	ENSG00000173575	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CHD2_0034,circBank:hsa_circCHD2_076,circBase:hsa_circ_0037007,CIRCpedia:HSA_CIRCpedia_16221,circRNADb:hsa_circ_28171,exoRBase:exo_circ_023361
Condition-independent	Human	hsa_circLOC105369212_001	hg38	chr15:96118842-96126115	-	406	NR_158193	LOC105369212	NA	36	4: RPF,cORF,MS,IRES	circAtlas:hsa-NR2F2-AS1_0022
Condition-independent	Human	hsa_circTTC23_001	hg38	chr15:99228532-99245510	-	613	NR_109947	TTC23	ENSG00000103852	4	3: RPF,cORF,IRES	circAtlas:hsa-TTC23_0046,CSCD:chr15:99228532-99245510
Condition-independent	Human	hsa_circADAMTS17_001	hg38	chr15:100254135-100331054	-	625	NM_139057	ADAMTS17	ENSG00000140470	1	3: RPF,cORF,m6A	circAtlas:hsa-ADAMTS17_0002,CIRCpedia:HSA_CIRCpedia_131069,CSCD:chr15:100254135-100331054
Condition-independent	Human	hsa_circPCSK6_001	hg38	chr15:101443555-101443660	-	105	NM_138322	PCSK6	ENSG00000140479	1	3: RPF,cORF,MS	CIRCpedia:HSA_CIRCpedia_357466,CSCD:chr15:101443555-101443660
Condition-independent	Human	hsa_circCRAMP1_001	hg38	chr16:1625972-1637907	+	432	NM_020825	CRAMP1	ENSG00000007545	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-CRAMP1_0010,circBank:hsa_circCRAMP1L_004,circBase:hsa_circ_0105089,CIRCpedia:HSA_CIRCpedia_16678,circRNADb:hsa_circ_05359,CSCD:chr16:1625972-1637907,exoRBase:exo_circ_007962
Condition-independent	Human	hsa_circCREBBP_001	hg38	chr16:3850296-3851009	-	713	NM_004380	CREBBP	ENSG00000005339	2	3: RPF,cORF,m6A	circAtlas:hsa-CREBBP_0001,circBank:hsa_circCREBBP_007,circBase:hsa_circ_0007637,CIRCpedia:HSA_CIRCpedia_17571,circRNADb:hsa_circ_01293,CSCD:chr16:3850296-3851009,exoRBase:exo_circ_005845
Condition-independent	Human	hsa_circNMRAL1_001	hg38	chr16:4466152-4469465	-	489	NM_001305142	NMRAL1	ENSG00000153406	1	3: RPF,cORF,m6A	circAtlas:hsa-NMRAL1_0001,circBank:hsa_circNMRAL1_004,circBase:hsa_circ_0007788,CIRCpedia:HSA_CIRCpedia_17606,circRNADb:hsa_circ_18710,CSCD:chr16:4466152-4469465,exoRBase:exo_circ_006417
Condition-independent	Human	hsa_circCARHSP1_001	hg38	chr16:8858349-8859335	-	288	NM_001278265	CARHSP1	ENSG00000153048	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CARHSP1_0001,circBank:hsa_circCARHSP1_005,circBase:hsa_circ_0000669,CIRCpedia:HSA_CIRCpedia_19112,circRNADb:hsa_circ_09829,exoRBase:exo_circ_006467
Condition-independent	Human	hsa_circCLEC16A_001	hg38	chr16:11020192-11061022	+	813	NM_015226	CLEC16A	ENSG00000038532	5	4: RPF,cORF,MS,m6A	circAtlas:hsa-CLEC16A_0007,circBank:hsa_circCLEC16A_028,circBase:hsa_circ_0000672,CIRCpedia:HSA_CIRCpedia_16300,circRNADb:hsa_circ_01477,CSCD:chr16:11020192-11061022,exoRBase:exo_circ_005937
Condition-independent	Human	hsa_circCLEC16A_002	hg38	chr16:11020192-11126146	+	1338	NM_015226	CLEC16A	ENSG00000038532	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-CLEC16A_0001,circBank:hsa_circCLEC16A_030,circBase:hsa_circ_0007846,CIRCpedia:HSA_CIRCpedia_16301,circRNADb:hsa_circ_06520,CSCD:chr16:11020192-11126146
Condition-independent	Human	hsa_circCLEC16A_003	hg38	chr16:11120614-11126146	+	525	NM_015226	CLEC16A	ENSG00000038532	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CLEC16A_0012,circBank:hsa_circCLEC16A_041,circBase:hsa_circ_0002988,CIRCpedia:HSA_CIRCpedia_16306,circRNADb:hsa_circ_21520,CSCD:chr16:11120614-11126146,exoRBase:exo_circ_017701
Condition-independent	Human	hsa_circMRTFB_001	hg38	chr16:14140543-14140760	+	217	NM_001365421	MRTFB	ENSG00000186260	1	2: RPF,cORF	circAtlas:hsa-MKL2_0021,circBank:hsa_circMKL2_002,circBase:hsa_circ_0037937,CIRCpedia:HSA_CIRCpedia_16402,CSCD:chr16:14140543-14140760,TSCD:chr16:14140543-14140760
Condition-independent	Human	hsa_circDCTN5_001	hg38	chr16:23657485-23665728	+	435	NR_037573	DCTN5	ENSG00000166847	72	4: RPF,cORF,m6A,IRES	circBank:hsa_circDCTN5_006,circBase:hsa_circ_0038630
Condition-independent	Human	hsa_circPRKCB_001	hg38	chr16:24032135-24035547	+	241	NM_002738	PRKCB	ENSG00000166501	1	3: RPF,cORF,MS	circAtlas:hsa-PRKCB_0001,circBank:hsa_circPRKCB_012,circBase:hsa_circ_0000682,CIRCpedia:HSA_CIRCpedia_17068,circRNADb:hsa_circ_15387,CSCD:chr16:24032135-24035547,exoRBase:exo_circ_000083
Condition-independent	Human	hsa_circARHGAP17_001	hg38	chr16:24977214-24979005	-	145	NM_018054	ARHGAP17	ENSG00000140750	1	3: RPF,cORF,MS	circAtlas:hsa-ARHGAP17_0007,circBank:hsa_circARHGAP17_003,circBase:hsa_circ_0038687,CIRCpedia:HSA_CIRCpedia_17130,circRNADb:hsa_circ_08790,CSCD:chr16:24977214-24979005
Condition-independent	Human	hsa_circKDM8_001	hg38	chr16:27213584-27215008	+	300	NM_001145348	KDM8	ENSG00000155666	1	3: RPF,cORF,m6A	circAtlas:hsa-KDM8_0001,circBank:hsa_circJMJD5_003,circBase:hsa_circ_0038704,CIRCpedia:HSA_CIRCpedia_17170,circRNADb:hsa_circ_14321,CSCD:chr16:27213584-27215008,exoRBase:exo_circ_005836
Condition-independent	Human	hsa_circIL21R_001	hg38	chr16:27434346-27437687	+	303	NM_021798	IL21R	ENSG00000103522	1	4: RPF,cORF,m6A,IRES	circAtlas:hsa-IL21R_0001,circBank:hsa_circIL21R_003,circBase:hsa_circ_0038728,CIRCpedia:HSA_CIRCpedia_17183,CSCD:chr16:27434346-27437687,exoRBase:exo_circ_017659,TSCD:chr16:27434346-27437687
Condition-independent	Human	hsa_circXPO6_001	hg38	chr16:28101457-28101945	-	330	NM_001270940	XPO6	ENSG00000169180	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-XPO6_0028,circBank:hsa_circXPO6_059,circBase:hsa_circ_0038773,CIRCpedia:HSA_CIRCpedia_17227,circRNADb:hsa_circ_18675,CSCD:chr16:28101457-28101945,exoRBase:exo_circ_042784
Condition-independent	Human	hsa_circCLN3_001	hg38	chr16:28488590-28489386	-	169	NM_001286105	CLN3	ENSG00000188603	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-RP11-435I10_0003,circBank:hsa_circCLN3_003,circBase:hsa_circ_0038844,CIRCpedia:HSA_CIRCpedia_17295,circRNADb:hsa_circ_26917,CSCD:chr16:28488590-28489386,exoRBase:exo_circ_035660
Condition-independent	Human	hsa_circSMG1P2_001	hg38	chr16:29566085-29569328	-	222	NR_135305	SMG1P2	ENSG00000205534	1	2: RPF,cORF	circBank:hsa_circ_chr16_00044,circBase:hsa_circ_0038917
Condition-independent	Human	hsa_circITGAL_001	hg38	chr16:30483826-30484263	+	284	NM_001114380	ITGAL	ENSG00000005844	1	3: RPF,cORF,m6A	circAtlas:hsa-ITGAL_0002,circBank:hsa_circITGAL_010,circBase:hsa_circ_0000690,CIRCpedia:HSA_CIRCpedia_17426,circRNADb:hsa_circ_06000,exoRBase:exo_circ_000031
Condition-independent	Human	hsa_circSRCAP_001	hg38	chr16:30728965-30729572	+	469	NM_006662	SRCAP	ENSG00000080603	6	4: RPF,cORF,MS,m6A	circAtlas:hsa-RP11-2C24_0001,circBank:hsa_circSRCAP_039,circBase:hsa_circ_0006127,CIRCpedia:HSA_CIRCpedia_17450,circRNADb:hsa_circ_11077,CSCD:chr16:30728965-30729572,exoRBase:exo_circ_005872
Condition-independent	Human	hsa_circITGAX_001	hg38	chr16:31361835-31362753	+	347	NM_000887	ITGAX	ENSG00000140678	1	2: RPF,cORF	circAtlas:hsa-ITGAX_0001,circBank:hsa_circITGAX_003,circBase:hsa_circ_0039161,CIRCpedia:HSA_CIRCpedia_17487,circRNADb:hsa_circ_23117,CSCD:chr16:31361835-31362753,exoRBase:exo_circ_023644
Condition-independent	Human	hsa_circPHKB_001	hg38	chr16:47497398-47515601	+	518	NM_000293	PHKB	ENSG00000102893	1	3: RPF,cORF,m6A	circAtlas:hsa-PHKB_0001,circBank:hsa_circPHKB_015,circBase:hsa_circ_0000698,CIRCpedia:HSA_CIRCpedia_17704,circRNADb:hsa_circ_03008,CSCD:chr16:47497398-47515601,exoRBase:exo_circ_000829
Condition-independent	Human	hsa_circADCY7_001	hg38	chr16:50287911-50288350	+	439	NM_001114	ADCY7	ENSG00000121281	1	3: RPF,cORF,m6A	circAtlas:hsa-ADCY7_0002,circBank:hsa_circADCY7_002,circBase:hsa_circ_0000699,CIRCpedia:HSA_CIRCpedia_17812,circRNADb:hsa_circ_04497,CSCD:chr16:50287911-50288350,exoRBase:exo_circ_029551
Condition-independent	Human	hsa_circCHD9_001	hg38	chr16:53155925-53157541	+	1616	NM_001308319	CHD9	ENSG00000177200	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CHD9_0051,circBank:hsa_circCHD9_007,circBase:hsa_circ_0039353,CIRCpedia:HSA_CIRCpedia_17841,circRNADb:hsa_circ_28162,CSCD:chr16:53155925-53157541,exoRBase:exo_circ_006418
Condition-independent	Human	hsa_circCHD9_002	hg38	chr16:53254437-53274302	+	1106	NM_001352157	CHD9	ENSG00000177200	1	3: RPF,cORF,m6A	circAtlas:hsa-CHD9_0016,circBank:hsa_circCHD9_043,circBase:hsa_circ_0000702,CIRCpedia:HSA_CIRCpedia_17860,circRNADb:hsa_circ_26719,CSCD:chr16:53254437-53274302,exoRBase:exo_circ_000463
Condition-independent	Human	hsa_circDYNC1LI2_001	hg38	chr16:66725827-66729099	-	337	NM_006141	DYNC1LI2	ENSG00000135720	1	3: RPF,cORF,m6A	circAtlas:hsa-DYNC1LI2_0012,circBank:hsa_circDYNC1LI2_019,circBase:hsa_circ_0008242,CIRCpedia:HSA_CIRCpedia_18122,circRNADb:hsa_circ_13201,exoRBase:exo_circ_013982
Condition-independent	Human	hsa_circNAE1_001	hg38	chr16:66816580-66823600	-	401	NM_001286500	NAE1	ENSG00000159593	1	2: RPF,cORF	circAtlas:hsa-NAE1_0002,circBank:hsa_circNAE1_007,circBase:hsa_circ_0105748,CIRCpedia:HSA_CIRCpedia_18134,CSCD:chr16:66816580-66823600,exoRBase:exo_circ_025516,TSCD:chr16:66816580-66823600
Condition-independent	Human	hsa_circCTCF_001	hg38	chr16:67628369-67629533	+	319	NM_001191022	CTCF	ENSG00000102974	1	3: RPF,cORF,m6A	circAtlas:hsa-CTCF_0008,circBank:hsa_circCTCF_020,circBase:hsa_circ_0008272,CIRCpedia:HSA_CIRCpedia_18197,circRNADb:hsa_circ_32741,CSCD:chr16:67628369-67629533,exoRBase:exo_circ_000618
Condition-independent	Human	hsa_circPSKH1_001	hg38	chr16:67908679-67909706	+	1027	NM_006742	PSKH1	ENSG00000159792	1	3: RPF,cORF,m6A	circAtlas:hsa-PSKH1_0001,CIRCpedia:HSA_CIRCpedia_18226,CSCD:chr16:67908679-67909706
Condition-independent	Human	hsa_circSLC7A6_001	hg38	chr16:68266592-68266721	+	129	NM_001076785	SLC7A6	ENSG00000103064	1	3: RPF,cORF,MS	circBank:hsa_circSLC7A6_004,circBase:hsa_circ_0039943,CIRCpedia:HSA_CIRCpedia_18276,circRNADb:hsa_circ_18583,CSCD:chr16:68266592-68266721
Condition-independent	Human	hsa_circTERF2_001	hg38	chr16:69370482-69372355	-	430	NM_005652	TERF2	ENSG00000132604	1	2: RPF,cORF	circAtlas:hsa-TERF2_0004,circBank:hsa_circTERF2_003,circBase:hsa_circ_0105829,CIRCpedia:HSA_CIRCpedia_18387,circRNADb:hsa_circ_32662,CSCD:chr16:69370482-69372355,exoRBase:exo_circ_000071
Condition-independent	Human	hsa_circCYB5B_001	hg38	chr16:69447149-69448144	+	159	NM_030579	CYB5B	ENSG00000103018	2	3: RPF,cORF,m6A	circAtlas:hsa-CYB5B_0001,CIRCpedia:HSA_CIRCpedia_18388,CSCD:chr16:69447149-69448144
Condition-independent	Human	hsa_circST3GAL2_001	hg38	chr16:70388366-70395175	-	374	NM_006927	ST3GAL2	ENSG00000157350	1	3: RPF,cORF,m6A	circAtlas:hsa-ST3GAL2_0002,circBank:hsa_circST3GAL2_003,circBase:hsa_circ_0040222,CIRCpedia:HSA_CIRCpedia_18505
Condition-independent	Human	hsa_circSF3B3_001	hg38	chr16:70560468-70564050	+	453	NM_012426	SF3B3	ENSG00000189091	1	3: RPF,cORF,m6A	circAtlas:hsa-SF3B3_0007,circBank:hsa_circSF3B3_056,circBase:hsa_circ_0105876,CIRCpedia:HSA_CIRCpedia_18563,circRNADb:hsa_circ_05693,CSCD:chr16:70560468-70564050,exoRBase:exo_circ_047874
Condition-independent	Human	hsa_circPSMD7_001	hg38	chr16:74300114-74302292	+	364	NM_002811	PSMD7	ENSG00000103035	1	3: RPF,cORF,m6A	circAtlas:hsa-PSMD7_0001,circBank:hsa_circPSMD7_004,circBase:hsa_circ_0040440,CIRCpedia:HSA_CIRCpedia_18675,CSCD:chr16:74300114-74302292,exoRBase:exo_circ_040321
Condition-independent	Human	hsa_circGLG1_001	hg38	chr16:74491000-74496644	-	675	NM_001145667	GLG1	ENSG00000090863	1	3: RPF,cORF,m6A	circBank:hsa_circGLG1_007,circBase:hsa_circ_0040472,CIRCpedia:HSA_CIRCpedia_18719,CSCD:chr16:74491000-74496644
Condition-independent	Human	hsa_circCDYL2_001	hg38	chr16:80684537-80685129	-	592	NM_152342	CDYL2	ENSG00000166446	3	4: RPF,cORF,MS,m6A	circAtlas:hsa-CDYL2_0001,circBank:hsa_circCDYL2_001,circBase:hsa_circ_0004087,CIRCpedia:HSA_CIRCpedia_18832,circRNADb:hsa_circ_12082,CSCD:chr16:80684537-80685129,exoRBase:exo_circ_000117
Condition-independent	Human	hsa_circGSE1_001	hg38	chr16:85633913-85634132	+	219	NM_014615	GSE1	ENSG00000131149	8	3: RPF,cORF,m6A	circAtlas:hsa-GSE1_0001,circBank:hsa_circKIAA0182_001,circBase:hsa_circ_0000722,CIRCpedia:HSA_CIRCpedia_18957,circRNADb:hsa_circ_32674,CSCD:chr16:85633913-85634132,exoRBase:exo_circ_000016
Condition-independent	Human	hsa_circBANP_001	hg38	chr16:88018427-88038011	+	647	NM_017869	BANP	ENSG00000172530	1	2: RPF,cORF	circAtlas:hsa-BANP_0013,circBank:hsa_circBANP_018,circBase:hsa_circ_0040819,CIRCpedia:HSA_CIRCpedia_19024,circRNADb:hsa_circ_03087,CSCD:chr16:88018427-88038011
Condition-independent	Human	hsa_circBANP_002	hg38	chr16:88027482-88038011	+	589	NM_017869	BANP	ENSG00000172530	2	2: RPF,cORF	circAtlas:hsa-BANP_0012,circBank:hsa_circBANP_022,circBase:hsa_circ_0040823,CIRCpedia:HSA_CIRCpedia_19025,circRNADb:hsa_circ_28793,CSCD:chr16:88027482-88038011,exoRBase:exo_circ_046053
Condition-independent	Human	hsa_circBANP_003	hg38	chr16:88033108-88038011	+	239	NM_017869	BANP	ENSG00000172530	2	2: RPF,cORF	circAtlas:hsa-BANP_0014,circBank:hsa_circBANP_026,circBase:hsa_circ_0040827,CIRCpedia:HSA_CIRCpedia_19026,CSCD:chr16:88033108-88038011
Condition-independent	Human	hsa_circZC3H18_001	hg38	chr16:88627621-88628854	+	458	NM_144604	ZC3H18	ENSG00000158545	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ZC3H18_0009,circBank:hsa_circZC3H18_014,circBase:hsa_circ_0040831,CIRCpedia:HSA_CIRCpedia_19044,circRNADb:hsa_circ_10625,CSCD:chr16:88627621-88628854,exoRBase:exo_circ_017505
Condition-independent	Human	hsa_circZNF778_001	hg38	chr16:89224718-89225631	+	161	NM_001201407	ZNF778	ENSG00000170100	3	2: RPF,cORF	circAtlas:hsa-ZNF778_0001,circBank:hsa_circZNF778_005,circBase:hsa_circ_0004203,CIRCpedia:HSA_CIRCpedia_19093,circRNADb:hsa_circ_17221,CSCD:chr16:89224718-89225631,exoRBase:exo_circ_007791
Condition-independent	Human	hsa_circANKRD11_001	hg38	chr16:89305205-89317075	-	282	NM_001256183	ANKRD11	ENSG00000167522	1	3: RPF,cORF,m6A	circAtlas:hsa-ANKRD11_0001,circBank:hsa_circANKRD11_011,circBase:hsa_circ_0003846,CIRCpedia:HSA_CIRCpedia_19099,circRNADb:hsa_circ_06527,CSCD:chr16:89305205-89317075,exoRBase:exo_circ_011678
Condition-independent	Human	hsa_circANKRD11_002	hg38	chr16:89418283-89418368	-	85	NR_045839	ANKRD11	ENSG00000167522	1	3: RPF,cORF,MS	circBank:hsa_circANKRD11_007,circBase:hsa_circ_0040931,CIRCpedia:HSA_CIRCpedia_19105
Condition-independent	Human	hsa_circANKRD11_003	hg38	chr16:89418283-89431326	-	678	NM_001256182	ANKRD11	ENSG00000167522	1	2: RPF,cORF	circAtlas:hsa-ANKRD11_0008,circBank:hsa_circANKRD11_003,circBase:hsa_circ_0000727,CIRCpedia:HSA_CIRCpedia_19109,circRNADb:hsa_circ_26017,CSCD:chr16:89418283-89431326,exoRBase:exo_circ_047879
Condition-independent	Human	hsa_circTCF25_001	hg38	chr16:89895037-89907322	+	971	NM_014972	TCF25	ENSG00000141002	1	3: RPF,cORF,m6A	circAtlas:hsa-TCF25_0018,circBank:hsa_circTCF25_033,circBase:hsa_circ_0041098,CIRCpedia:HSA_CIRCpedia_19213,CSCD:chr16:89895037-89907322,TSCD:chr16:89895037-89907322
Condition-independent	Human	hsa_circRPH3AL_001	hg38	chr17:319419-321415	-	274	NM_001190413	RPH3AL	ENSG00000181031	1	3: RPF,cORF,m6A	circAtlas:hsa-RPH3AL_0004,circBank:hsa_circRPH3AL_008,circBase:hsa_circ_0041152,CIRCpedia:HSA_CIRCpedia_19446,CSCD:chr17:319419-321415,exoRBase:exo_circ_025527
Condition-independent	Human	hsa_circABR_001	hg38	chr17:1072613-1079390	-	255	NM_001322840	ABR	ENSG00000159842	1	3: RPF,cORF,m6A	circAtlas:hsa-ABR_0009,CSCD:chr17:1072613-1079390
Condition-independent	Human	hsa_circYWHAE_001	hg38	chr17:1361091-1362008	-	314	NR_024058	YWHAE	ENSG00000108953	3	3: RPF,cORF,m6A	circAtlas:hsa-YWHAE_0003,circBank:hsa_circYWHAE_007,circBase:hsa_circ_0007643,CIRCpedia:HSA_CIRCpedia_19274,circRNADb:hsa_circ_05624,CSCD:chr17:1361091-1362008
Condition-independent	Human	hsa_circYWHAE_002	hg38	chr17:1364858-1369741	-	233	NR_024058	YWHAE	ENSG00000108953	1	3: RPF,cORF,m6A	circAtlas:hsa-YWHAE_0009,circBank:hsa_circYWHAE_003,circBase:hsa_circ_0041195,CIRCpedia:HSA_CIRCpedia_19277,CSCD:chr17:1364858-1369741
Condition-independent	Human	hsa_circRPA1_001	hg38	chr17:1842802-1844686	+	239	NM_001355120	RPA1	ENSG00000132383	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-RPA1_0002,circBank:hsa_circRPA1_003,circBase:hsa_circ_0005946,CIRCpedia:HSA_CIRCpedia_19484,circRNADb:hsa_circ_07015,CSCD:chr17:1842802-1844686,exoRBase:exo_circ_028814
Condition-independent	Human	hsa_circMNT_001	hg38	chr17:2394042-2395454	-	734	NM_020310	MNT	ENSG00000070444	1	3: RPF,cORF,m6A	circAtlas:hsa-MNT_0001,circBank:hsa_circMNT_002,circBase:hsa_circ_0106416,CIRCpedia:HSA_CIRCpedia_19773,circRNADb:hsa_circ_12006,CSCD:chr17:2394042-2395454,exoRBase:exo_circ_005846
Condition-independent	Human	hsa_circZZEF1_001	hg38	chr17:4085669-4086655	-	304	NM_015113	ZZEF1	ENSG00000074755	1	3: RPF,cORF,m6A	circAtlas:hsa-ZZEF1_0025,circBank:hsa_circZZEF1_018,circBase:hsa_circ_0006631,CIRCpedia:HSA_CIRCpedia_20651,circRNADb:hsa_circ_31048,CSCD:chr17:4085669-4086655,exoRBase:exo_circ_017800
Condition-independent	Human	hsa_circUBE2G1_001	hg38	chr17:4307020-4307123	-	103	NM_003342	UBE2G1	ENSG00000132388	1	3: RPF,cORF,MS	CIRCpedia:HSA_CIRCpedia_20962,CSCD:chr17:4307020-4307123
Condition-independent	Human	hsa_circMAP2K4_001	hg38	chr17:12081355-12113360	+	595	NM_001281435	MAP2K4	ENSG00000065559	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-MAP2K4_0003,circBank:hsa_circMAP2K4_013,circBase:hsa_circ_0007456,CIRCpedia:HSA_CIRCpedia_19264,circRNADb:hsa_circ_11560,CSCD:chr17:12081355-12113360,exoRBase:exo_circ_015468
Condition-independent	Human	hsa_circNCOR1_001	hg38	chr17:16101249-16101805	-	556	NM_001190438	NCOR1	ENSG00000141027	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-NCOR1_0133,circBank:hsa_circNCOR1_046,circBase:hsa_circ_0042174,CIRCpedia:HSA_CIRCpedia_19408,circRNADb:hsa_circ_32216,CSCD:chr17:16101249-16101805,exoRBase:exo_circ_000371
Condition-independent	Human	hsa_circTOP3A_001	hg38	chr17:18308350-18308941	-	134	NM_004618	TOP3A	ENSG00000177302	1	3: RPF,cORF,MS	circAtlas:hsa-TOP3A_0018,CIRCpedia:HSA_CIRCpedia_19566,CSCD:chr17:18308350-18308941
Condition-independent	Human	hsa_circSHMT1_001	hg38	chr17:18340042-18340813	-	295	NM_001281786	SHMT1	ENSG00000176974	1	2: RPF,cORF	circAtlas:hsa-SHMT1_0001,circBank:hsa_circSHMT1_007,circBase:hsa_circ_0042338,CIRCpedia:HSA_CIRCpedia_19575,circRNADb:hsa_circ_20477,CSCD:chr17:18340042-18340813,TSCD:chr17:18340042-18340813
Condition-independent	Human	hsa_circSPECC1_001	hg38	chr17:20204332-20205912	+	1580	NM_001243439	SPECC1	ENSG00000128487	4	3: RPF,cORF,m6A	Circ2Disease:hsa_circ_0000745,circAtlas:hsa-SPECC1_0001,circBank:hsa_circSPECC1_006,circBase:hsa_circ_0000745,CIRCpedia:HSA_CIRCpedia_19689,circRNADb:hsa_circ_15640,exoRBase:exo_circ_000053
Condition-independent	Human	hsa_circNLK_001	hg38	chr17:28163542-28172618	+	398	NM_016231	NLK	ENSG00000087095	1	2: RPF,cORF	circAtlas:hsa-NLK_0009,circBank:hsa_circNLK_010,circBase:hsa_circ_0003638,CIRCpedia:HSA_CIRCpedia_19823,circRNADb:hsa_circ_14991,CSCD:chr17:28163542-28172618,exoRBase:exo_circ_000260
Condition-independent	Human	hsa_circSUPT6H_001	hg38	chr17:28672756-28684725	+	2502	NM_001320755	SUPT6H	ENSG00000109111	3	4: RPF,cORF,MS,m6A	circBank:hsa_circSUPT6H_001,circBase:hsa_circ_0042653
Condition-independent	Human	hsa_circNUFIP2_001	hg38	chr17:29285991-29287716	-	1725	NM_020772	NUFIP2	ENSG00000108256	1	3: RPF,cORF,m6A	circAtlas:hsa-NUFIP2_0001,circBank:hsa_circNUFIP2_003,circBase:hsa_circ_0106467,CIRCpedia:HSA_CIRCpedia_19925,circRNADb:hsa_circ_06242,CSCD:chr17:29285991-29287716,exoRBase:exo_circ_018928
Condition-independent	Human	hsa_circTAOK1_001	hg38	chr17:29482196-29491865	+	268	NM_025142	TAOK1	ENSG00000160551	1	3: RPF,cORF,MS	circAtlas:hsa-TAOK1_0008,circBank:hsa_circTAOK1_034,circBase:hsa_circ_0007882,CIRCpedia:HSA_CIRCpedia_19942,circRNADb:hsa_circ_10357,CSCD:chr17:29482196-29491865,exoRBase:exo_circ_001252
Condition-independent	Human	hsa_circSUZ12P1_001	hg38	chr17:30784782-30787661	+	447	NR_144394	SUZ12P1	ENSG00000264538	2	3: RPF,cORF,IRES	circAtlas:hsa-SUZ12P1_0017,CSCD:chr17:30784782-30787661
Condition-independent	Human	hsa_circNF1_001	hg38	chr17:31155982-31169997	+	526	NM_001042492	NF1	ENSG00000196712	1	2: RPF,cORF	circAtlas:hsa-NF1_0016,circBank:hsa_circNF1_006,circBase:hsa_circ_0007542,CIRCpedia:HSA_CIRCpedia_20059,circRNADb:hsa_circ_07436,CSCD:chr17:31155982-31169997,exoRBase:exo_circ_000911
Condition-independent	Human	hsa_circSUZ12_001	hg38	chr17:31940285-31966196	+	231	NM_015355	SUZ12	ENSG00000178691	1	2: RPF,cORF	circAtlas:hsa-SUZ12_0002,circBank:hsa_circSUZ12_006,circBase:hsa_circ_0042963,CIRCpedia:HSA_CIRCpedia_20119,circRNADb:hsa_circ_10578,CSCD:chr17:31940285-31966196
